Wales Regions,Counties,Number of Projects ,Electrical Capacity (MWe) ,Heat Capacity (MWth) ,Electrical Generation (MWhe) ,Heat Generation (MWhth) ,Technology,Year
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Sewage Gas,2021
Unknown (1),Unknown,0.0,0.0,0.0,0.0,0.0,Sewage Gas,2021
North Wales ,Isle of Anglesey ,2394.0,39.55199,0.0,37494.78914,0.0,Solar PV,2021
North Wales,Gwynedd ,2566.0,43.41471,0.0,41156.599125,0.0,Solar PV,2021
North Wales,Conwy ,1974.0,17.52751,0.0,16615.859066,0.0,Solar PV,2021
North Wales,Denbighshire ,2059.0,10.83309,0.0,10269.63309,0.0,Solar PV,2021
North Wales,Flintshire ,3667.0,95.13122,0.0,90183.200252,0.0,Solar PV,2021
North Wales,Wrexham ,4658.0,41.22141,0.0,39077.378307,0.0,Solar PV,2021
Mid & South West Wales,Powys ,4564.0,26.66016,0.0,25273.496419,0.0,Solar PV,2021
Mid & South West Wales,Ceredigion ,2579.0,31.96477,0.0,30302.199992,0.0,Solar PV,2021
Mid & South West Wales,Pembrokeshire ,4558.0,199.38244,0.0,189012.045818,0.0,Solar PV,2021
Mid & South West Wales,Carmarthenshire ,4813.0,110.66021,0.0,104904.48749,0.0,Solar PV,2021
Mid & South West Wales,Swansea ,2951.0,67.396,0.0,63896.560064,0.0,Solar PV,2021
Mid & South West Wales,Neath Port Talbot ,1851.0,39.68199,0.0,37618.027505,0.0,Solar PV,2021
South East Wales ,Bridgend ,2460.0,30.11967,0.0,28553.068395,0.0,Solar PV,2021
South East Wales,Vale of Glamorgan ,2303.0,83.67845,0.0,79326.118315,0.0,Solar PV,2021
South East Wales,Cardiff ,3610.0,20.635,0.0,19561.720508,0.0,Solar PV,2021
South East Wales,Rhondda Cynon Taf ,4031.0,45.96841,0.0,43577.511622,0.0,Solar PV,2021
South East Wales,Merthyr Tydfil ,800.0,7.42302,0.0,7036.929613,0.0,Solar PV,2021
South East Wales,Caerphilly ,2661.0,49.58985,0.0,47010.554191,0.0,Solar PV,2021
South East Wales,Blaenau Gwent ,895.0,11.72592,0.0,11116.414286,0.0,Solar PV,2021
South East Wales,Torfaen ,2113.0,15.01918,0.0,14237.993769,0.0,Solar PV,2021
South East Wales,Monmouthshire ,3929.0,46.11566,0.0,43717.06576,0.0,Solar PV,2021
South East Wales,Newport ,2248.0,100.59653,0.0,95364.245404,0.0,Solar PV,2021
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Solar PV,2021
Unknown (1),Unknown,23.0,0.10108,0.0,95.822569,0.0,Solar PV,2021
North Wales ,Isle of Anglesey ,190.0,0.0,0.508711,0.0,311.941685,Solar Thermal,2021
North Wales,Gwynedd ,180.0,0.0,0.571292,0.0,350.31635,Solar Thermal,2021
North Wales,Conwy ,254.0,0.0,0.946104,0.0,580.150973,Solar Thermal,2021
North Wales,Denbighshire ,143.0,0.0,0.39191,0.0,240.319212,Solar Thermal,2021
North Wales,Flintshire ,86.0,0.0,0.221224,0.0,135.654557,Solar Thermal,2021
North Wales,Wrexham ,113.0,0.0,0.35027,0.0,214.785564,Solar Thermal,2021
Mid & South West Wales,Powys ,687.0,0.0,1.997455,0.0,1224.839406,Solar Thermal,2021
Mid & South West Wales,Ceredigion ,358.0,0.0,1.006953,0.0,617.46358,Solar Thermal,2021
Mid & South West Wales,Pembrokeshire ,561.0,0.0,1.730231,0.0,1060.977649,Solar Thermal,2021
Mid & South West Wales,Carmarthenshire ,314.0,0.0,0.97791,0.0,599.654412,Solar Thermal,2021
Mid & South West Wales,Swansea ,162.0,0.0,0.494426,0.0,303.182023,Solar Thermal,2021
Mid & South West Wales,Neath Port Talbot ,39.0,0.0,0.113436,0.0,69.558991,Solar Thermal,2021
South East Wales ,Bridgend ,101.0,0.0,0.47014,0.0,288.289848,Solar Thermal,2021
South East Wales,Vale of Glamorgan ,89.0,0.0,0.133694,0.0,81.981161,Solar Thermal,2021
South East Wales,Cardiff ,96.0,0.0,0.392939,0.0,240.950195,Solar Thermal,2021
South East Wales,Rhondda Cynon Taf ,545.0,0.0,1.568333,0.0,961.701796,Solar Thermal,2021
South East Wales,Merthyr Tydfil ,67.0,0.0,0.039912,0.0,24.474038,Solar Thermal,2021
South East Wales,Caerphilly ,346.0,0.0,0.664632,0.0,407.552342,Solar Thermal,2021
South East Wales,Blaenau Gwent ,290.0,0.0,0.500424,0.0,306.859997,Solar Thermal,2021
South East Wales,Torfaen ,18.0,0.0,0.051231,0.0,31.414849,Solar Thermal,2021
South East Wales,Monmouthshire ,117.0,0.0,0.330067,0.0,202.397084,Solar Thermal,2021
South East Wales,Newport ,34.0,0.0,0.14544,0.0,89.183808,Solar Thermal,2021
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Solar Thermal,2021
Unknown (1),Unknown,0.0,0.0,0.0,0.0,0.0,Solar Thermal,2021
North Wales ,Isle of Anglesey ,2.0,1.9,0.19,10092.173899,1165.08,Anaerobic Digestion,2022
North Wales,Gwynedd ,2.0,0.49,0.178,2602.718532,1091.496,Anaerobic Digestion,2022
North Wales,Conwy ,3.0,0.0,0.405,0.0,2483.46,Anaerobic Digestion,2022
North Wales,Denbighshire ,3.0,1.332,1.271,7075.14507,7793.772,Anaerobic Digestion,2022
North Wales,Flintshire ,0.0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2022
North Wales,Wrexham ,6.0,0.415,0.856,2204.343246,5248.992,Anaerobic Digestion,2022
Mid & South West Wales,Powys ,16.0,3.029,2.995,16089.049863,18365.34,Anaerobic Digestion,2022
Mid & South West Wales,Ceredigion ,4.0,1.31,1.297,6958.28832,7953.204,Anaerobic Digestion,2022
Mid & South West Wales,Pembrokeshire ,2.0,0.003,0.091,15.935011,558.012,Anaerobic Digestion,2022
Mid & South West Wales,Carmarthenshire ,2.0,0.501,0.199,2661.146907,1220.268,Anaerobic Digestion,2022
Mid & South West Wales,Swansea ,0.0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2022
Mid & South West Wales,Neath Port Talbot ,0.0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2022
South East Wales ,Bridgend ,1.0,2.8,0.0,14872.677325,0.0,Anaerobic Digestion,2022
South East Wales,Vale of Glamorgan ,1.0,0.5,0.0,2655.835237,0.0,Anaerobic Digestion,2022
South East Wales,Cardiff ,1.0,1.8,0.0,9561.006852,0.0,Anaerobic Digestion,2022
South East Wales,Rhondda Cynon Taf ,1.0,1.18,0.704,6267.771158,4316.928,Anaerobic Digestion,2022
South East Wales,Merthyr Tydfil ,0.0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2022
South East Wales,Caerphilly ,2.0,1.899,0.522,10086.862228,3200.904,Anaerobic Digestion,2022
South East Wales,Blaenau Gwent ,0.0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2022
South East Wales,Torfaen ,0.0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2022
South East Wales,Monmouthshire ,2.0,0.34,0.084,1805.967961,515.088,Anaerobic Digestion,2022
South East Wales,Newport ,2.0,0.484,0.095,2570.848509,582.54,Anaerobic Digestion,2022
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2022
Unknown (1),Unknown,0.0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2022
North Wales ,Isle of Anglesey ,61.0,0.0,3.353691,0.0,10282.41583,Biomass,2022
North Wales,Gwynedd ,225.0,0.0,16.651242,0.0,51052.70849,Biomass,2022
North Wales,Conwy ,122.0,0.0,9.048217,0.0,27741.833319,Biomass,2022
North Wales,Denbighshire ,176.0,0.0,15.913863,0.0,48791.902526,Biomass,2022
North Wales,Flintshire ,144.0,0.0,14.22524,0.0,43614.58584,Biomass,2022
North Wales,Wrexham ,92.0,0.0,33.9256,0.0,104015.8896,Biomass,2022
Mid & South West Wales,Powys ,998.0,0.0,133.455748,0.0,409175.322448,Biomass,2022
Mid & South West Wales,Ceredigion ,277.0,0.0,43.862345,0.0,134481.950739,Biomass,2022
Mid & South West Wales,Pembrokeshire ,312.0,0.0,28.347212,0.0,86912.551035,Biomass,2022
Mid & South West Wales,Carmarthenshire ,554.0,0.0,46.943239,0.0,143927.97032,Biomass,2022
Mid & South West Wales,Swansea ,61.0,0.0,7.620049,0.0,23363.070461,Biomass,2022
Mid & South West Wales,Neath Port Talbot ,102.0,0.0,27.092777,0.0,83066.455193,Biomass,2022
South East Wales ,Bridgend ,36.0,0.0,7.811467,0.0,23949.959306,Biomass,2022
South East Wales,Vale of Glamorgan ,71.0,0.0,13.526323,0.0,41471.705929,Biomass,2022
South East Wales,Cardiff ,22.0,0.0,4.958984,0.0,15204.244453,Biomass,2022
South East Wales,Rhondda Cynon Taf ,66.0,0.0,17.897207,0.0,54872.836769,Biomass,2022
South East Wales,Merthyr Tydfil ,16.0,0.0,3.750416,0.0,11498.776204,Biomass,2022
South East Wales,Caerphilly ,51.0,0.0,7.110449,0.0,21800.635803,Biomass,2022
South East Wales,Blaenau Gwent ,15.0,0.0,9.566885,0.0,29332.069076,Biomass,2022
South East Wales,Torfaen ,21.0,0.0,3.063893,0.0,9393.897029,Biomass,2022
South East Wales,Monmouthshire ,189.0,0.0,21.859828,0.0,67022.231977,Biomass,2022
South East Wales,Newport ,41.0,0.0,11.406155,0.0,34971.270043,Biomass,2022
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Biomass,2022
Unknown (1),Unknown,0.0,0.0,0.0,0.0,0.0,Biomass,2022
North Wales ,Isle of Anglesey ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
North Wales,Gwynedd ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
North Wales,Conwy ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
North Wales,Denbighshire ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
North Wales,Flintshire ,1.0,10.5,0.0,55772.539968,0.0,Energy from Waste,2022
North Wales,Wrexham ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
Mid & South West Wales,Powys ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
Mid & South West Wales,Ceredigion ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
Mid & South West Wales,Pembrokeshire ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
Mid & South West Wales,Carmarthenshire ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
Mid & South West Wales,Swansea ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
Mid & South West Wales,Neath Port Talbot ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
South East Wales ,Bridgend ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
South East Wales,Vale of Glamorgan ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
South East Wales,Cardiff ,1.0,15.0,0.0,79675.057097,0.0,Energy from Waste,2022
South East Wales,Rhondda Cynon Taf ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
South East Wales,Merthyr Tydfil ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
South East Wales,Caerphilly ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
South East Wales,Blaenau Gwent ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
South East Wales,Torfaen ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
South East Wales,Monmouthshire ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
South East Wales,Newport ,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
Unknown (1),Unknown,0.0,0.0,0.0,0.0,0.0,Energy from Waste,2022
North Wales ,Isle of Anglesey ,1.0,0.082,0.123,435.556979,678.8124,Biomass Electricity and Combined Heat and Power,2022
North Wales,Gwynedd ,1.0,0.1095,0.0,581.627917,0.0,Biomass Electricity and Combined Heat and Power,2022
North Wales,Conwy ,5.0,1.419,0.3075,7537.260401,1697.031,Biomass Electricity and Combined Heat and Power,2022
North Wales,Denbighshire ,5.0,1.485,0.387,7887.830653,2135.7756,Biomass Electricity and Combined Heat and Power,2022
North Wales,Flintshire ,1.0,25.0,90.0,132791.761828,496692.0,Biomass Electricity and Combined Heat and Power,2022
North Wales,Wrexham ,2.0,0.336,0.504,1784.721279,2781.4752,Biomass Electricity and Combined Heat and Power,2022
Mid & South West Wales,Powys ,10.0,0.913,1.879,4849.555142,10369.8252,Biomass Electricity and Combined Heat and Power,2022
Mid & South West Wales,Ceredigion ,4.0,3.298,17.447,17517.88922,96286.5036,Biomass Electricity and Combined Heat and Power,2022
Mid & South West Wales,Pembrokeshire ,2.0,0.092,0.138,488.673684,761.5944,Biomass Electricity and Combined Heat and Power,2022
Mid & South West Wales,Carmarthenshire ,0.0,0.0,0.0,0.0,0.0,Biomass Electricity and Combined Heat and Power,2022
Mid & South West Wales,Swansea ,1.0,0.6,0.0,3187.002284,0.0,Biomass Electricity and Combined Heat and Power,2022
Mid & South West Wales,Neath Port Talbot ,2.0,55.8,0.0,296391.212401,0.0,Biomass Electricity and Combined Heat and Power,2022
South East Wales ,Bridgend ,1.0,0.0,0.00075,0.0,4.1391,Biomass Electricity and Combined Heat and Power,2022
South East Wales,Vale of Glamorgan ,2.0,10.058,0.0,53424.781619,0.0,Biomass Electricity and Combined Heat and Power,2022
South East Wales,Cardiff ,1.0,0.05,0.0,265.583524,0.0,Biomass Electricity and Combined Heat and Power,2022
South East Wales,Rhondda Cynon Taf ,0.0,0.0,0.0,0.0,0.0,Biomass Electricity and Combined Heat and Power,2022
South East Wales,Merthyr Tydfil ,1.0,1.0,1.5,5311.670473,8278.2,Biomass Electricity and Combined Heat and Power,2022
South East Wales,Caerphilly ,2.0,0.17,0.0,902.98398,0.0,Biomass Electricity and Combined Heat and Power,2022
South East Wales,Blaenau Gwent ,1.0,3.573,0.0,18978.598601,0.0,Biomass Electricity and Combined Heat and Power,2022
South East Wales,Torfaen ,1.0,0.352,0.525,1869.708007,2897.37,Biomass Electricity and Combined Heat and Power,2022
South East Wales,Monmouthshire ,5.0,17.9545,7.132,95368.38751,39360.0816,Biomass Electricity and Combined Heat and Power,2022
South East Wales,Newport ,2.0,9.035,0.0675,47990.942725,372.519,Biomass Electricity and Combined Heat and Power,2022
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Biomass Electricity and Combined Heat and Power,2022
Unknown (1),Unknown,2.0,0.076,0.045,403.686956,248.346,Biomass Electricity and Combined Heat and Power,2022
North Wales ,Isle of Anglesey ,1026.0,0.0,10.77256,0.0,17615.293258,Heat Pump,2022
North Wales,Gwynedd ,1217.0,0.0,12.55378,0.0,20527.944722,Heat Pump,2022
North Wales,Conwy ,508.0,0.0,5.79031,0.0,9468.316603,Heat Pump,2022
North Wales,Denbighshire ,892.0,0.0,9.74461,0.0,15934.389117,Heat Pump,2022
North Wales,Flintshire ,769.0,0.0,7.26056,0.0,11872.469832,Heat Pump,2022
North Wales,Wrexham ,295.0,0.0,3.82324,0.0,6251.763164,Heat Pump,2022
Mid & South West Wales,Powys ,2225.0,0.0,28.545,0.0,46676.792335,Heat Pump,2022
Mid & South West Wales,Ceredigion ,1868.0,0.0,17.32402,0.0,28328.242563,Heat Pump,2022
Mid & South West Wales,Pembrokeshire ,1244.0,0.0,13.80414,0.0,22572.533759,Heat Pump,2022
Mid & South West Wales,Carmarthenshire ,1620.0,0.0,17.84587,0.0,29181.571835,Heat Pump,2022
Mid & South West Wales,Swansea ,375.0,0.0,4.27674,0.0,6993.326497,Heat Pump,2022
Mid & South West Wales,Neath Port Talbot ,201.0,0.0,2.13276,0.0,3487.489775,Heat Pump,2022
South East Wales ,Bridgend ,197.0,0.0,1.85747,0.0,3037.335486,Heat Pump,2022
South East Wales,Vale of Glamorgan ,200.0,0.0,2.43628,0.0,3983.805767,Heat Pump,2022
South East Wales,Cardiff ,298.0,0.0,3.34568,0.0,5470.856913,Heat Pump,2022
South East Wales,Rhondda Cynon Taf ,506.0,0.0,4.81412,0.0,7872.05043,Heat Pump,2022
South East Wales,Merthyr Tydfil ,45.0,0.0,0.5695,0.0,931.246566,Heat Pump,2022
South East Wales,Caerphilly ,267.0,0.0,2.58353,0.0,4224.58901,Heat Pump,2022
South East Wales,Blaenau Gwent ,56.0,0.0,0.5452,0.0,891.511199,Heat Pump,2022
South East Wales,Torfaen ,31.0,0.0,0.39777,0.0,650.43362,Heat Pump,2022
South East Wales,Monmouthshire ,735.0,0.0,8.42328,0.0,13773.749916,Heat Pump,2022
South East Wales,Newport ,142.0,0.0,1.75367,0.0,2867.601696,Heat Pump,2022
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Heat Pump,2022
Unknown (1),Unknown,0.0,0.0,0.0,0.0,0.0,Heat Pump,2022
North Wales ,Isle of Anglesey ,0.0,0.0,0.0,0.0,0.0,Hydropower,2022
North Wales,Gwynedd ,152.0,59.72883,0.0,128599.170603,0.0,Hydropower,2022
North Wales,Conwy ,30.0,34.8739,0.0,68663.190053,0.0,Hydropower,2022
North Wales,Denbighshire ,21.0,2.50623,0.0,7175.216994,0.0,Hydropower,2022
North Wales,Flintshire ,0.0,0.0,0.0,0.0,0.0,Hydropower,2022
North Wales,Wrexham ,0.0,0.0,0.0,0.0,0.0,Hydropower,2022
Mid & South West Wales,Powys ,81.0,8.1691,0.0,19897.457769,0.0,Hydropower,2022
Mid & South West Wales,Ceredigion ,26.0,55.86933,0.0,106062.388339,0.0,Hydropower,2022
Mid & South West Wales,Pembrokeshire ,14.0,0.5482,0.0,1609.839064,0.0,Hydropower,2022
Mid & South West Wales,Carmarthenshire ,14.0,6.4973,0.0,12341.020641,0.0,Hydropower,2022
Mid & South West Wales,Swansea ,2.0,0.056,0.0,164.449083,0.0,Hydropower,2022
Mid & South West Wales,Neath Port Talbot ,10.0,0.5449,0.0,1600.148314,0.0,Hydropower,2022
South East Wales ,Bridgend ,3.0,0.0294,0.0,86.335769,0.0,Hydropower,2022
South East Wales,Vale of Glamorgan ,0.0,0.0,0.0,0.0,0.0,Hydropower,2022
South East Wales,Cardiff ,1.0,0.36,0.0,1057.172679,0.0,Hydropower,2022
South East Wales,Rhondda Cynon Taf ,4.0,0.1804,0.0,529.760976,0.0,Hydropower,2022
South East Wales,Merthyr Tydfil ,4.0,0.2364,0.0,694.21006,0.0,Hydropower,2022
South East Wales,Caerphilly ,0.0,0.0,0.0,0.0,0.0,Hydropower,2022
South East Wales,Blaenau Gwent ,1.0,0.0145,0.0,42.580566,0.0,Hydropower,2022
South East Wales,Torfaen ,1.0,0.029,0.0,85.161133,0.0,Hydropower,2022
South East Wales,Monmouthshire ,12.0,0.2849,0.0,836.634712,0.0,Hydropower,2022
South East Wales,Newport ,0.0,0.0,0.0,0.0,0.0,Hydropower,2022
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Hydropower,2022
Unknown (1),Unknown,3.0,0.057,0.0,167.385674,0.0,Hydropower,2022
North Wales ,Isle of Anglesey ,1.0,0.34,0.0,880.873639,0.0,Landfill Gas,2022
North Wales,Gwynedd ,1.0,0.05,0.0,129.540241,0.0,Landfill Gas,2022
North Wales,Conwy ,1.0,1.003,0.0,2598.577235,0.0,Landfill Gas,2022
North Wales,Denbighshire ,0.0,0.0,0.0,0.0,0.0,Landfill Gas,2022
North Wales,Flintshire ,2.0,0.35,0.0,906.781687,0.0,Landfill Gas,2022
North Wales,Wrexham ,3.0,3.23,0.0,8368.299571,0.0,Landfill Gas,2022
Mid & South West Wales,Powys ,1.0,2.0,0.0,5181.609642,0.0,Landfill Gas,2022
Mid & South West Wales,Ceredigion ,0.0,0.0,0.0,0.0,0.0,Landfill Gas,2022
Mid & South West Wales,Pembrokeshire ,1.0,1.5,0.0,3886.207231,0.0,Landfill Gas,2022
Mid & South West Wales,Carmarthenshire ,1.0,1.003,0.0,2598.577235,0.0,Landfill Gas,2022
Mid & South West Wales,Swansea ,1.0,0.0,0.0,0.0,0.0,Landfill Gas,2022
Mid & South West Wales,Neath Port Talbot ,2.0,1.365,0.0,3536.44858,0.0,Landfill Gas,2022
South East Wales ,Bridgend ,1.0,0.33,0.0,854.965591,0.0,Landfill Gas,2022
South East Wales,Vale of Glamorgan ,0.0,0.0,0.0,0.0,0.0,Landfill Gas,2022
South East Wales,Cardiff ,2.0,2.342,0.0,6067.66489,0.0,Landfill Gas,2022
South East Wales,Rhondda Cynon Taf ,2.0,1.01,0.0,2616.712869,0.0,Landfill Gas,2022
South East Wales,Merthyr Tydfil ,2.0,6.329,0.0,16397.203711,0.0,Landfill Gas,2022
South East Wales,Caerphilly ,0.0,0.0,0.0,0.0,0.0,Landfill Gas,2022
South East Wales,Blaenau Gwent ,1.0,1.006,0.0,2606.34965,0.0,Landfill Gas,2022
South East Wales,Torfaen ,0.0,0.0,0.0,0.0,0.0,Landfill Gas,2022
South East Wales,Monmouthshire ,0.0,0.0,0.0,0.0,0.0,Landfill Gas,2022
South East Wales,Newport ,1.0,1.006,0.0,2606.34965,0.0,Landfill Gas,2022
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Landfill Gas,2022
Unknown (1),Unknown,0.0,0.0,0.0,0.0,0.0,Landfill Gas,2022
North Wales ,Isle of Anglesey ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
North Wales,Gwynedd ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
North Wales,Conwy ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
North Wales,Denbighshire ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
North Wales,Flintshire ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
North Wales,Wrexham ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
Mid & South West Wales,Powys ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
Mid & South West Wales,Ceredigion ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
Mid & South West Wales,Pembrokeshire ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
Mid & South West Wales,Carmarthenshire ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
Mid & South West Wales,Swansea ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
Mid & South West Wales,Neath Port Talbot ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
South East Wales ,Bridgend ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
South East Wales,Vale of Glamorgan ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
South East Wales,Cardiff ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
South East Wales,Rhondda Cynon Taf ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
South East Wales,Merthyr Tydfil ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
South East Wales,Caerphilly ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
South East Wales,Blaenau Gwent ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
South East Wales,Torfaen ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
South East Wales,Monmouthshire ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
South East Wales,Newport ,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
Offshore ,Offshore,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
Unknown (1),Unknown,0.0,0.0,0.0,0.0,0.0,Nuclear,2022
North Wales ,Isle of Anglesey ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
North Wales,Gwynedd ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
North Wales,Conwy ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
North Wales,Denbighshire ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
North Wales,Flintshire ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
North Wales,Wrexham ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
Mid & South West Wales,Powys ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
Mid & South West Wales,Ceredigion ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
Mid & South West Wales,Pembrokeshire ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
Mid & South West Wales,Carmarthenshire ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
Mid & South West Wales,Swansea ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
Mid & South West Wales,Neath Port Talbot ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
South East Wales ,Bridgend ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
South East Wales,Vale of Glamorgan ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
South East Wales,Cardiff ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
South East Wales,Rhondda Cynon Taf ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
South East Wales,Merthyr Tydfil ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
South East Wales,Caerphilly ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
South East Wales,Blaenau Gwent ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
South East Wales,Torfaen ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
South East Wales,Monmouthshire ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
South East Wales,Newport ,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
Offshore ,Offshore,3.0,726.0,0.0,2221547.835308,0.0,Offshore Wind,2022
Unknown (1),Unknown,0.0,0.0,0.0,0.0,0.0,Offshore Wind,2022
North Wales ,Isle of Anglesey ,49.0,39.56607,0.0,98567.867614,0.0,Onshore Wind,2022
North Wales,Gwynedd ,36.0,6.8527,0.0,17071.597619,0.0,Onshore Wind,2022
North Wales,Conwy ,39.5,39.8554,0.0,99288.652902,0.0,Onshore Wind,2022
North Wales,Denbighshire ,38.5,146.683,0.0,365419.929886,0.0,Onshore Wind,2022
North Wales,Flintshire ,17.0,1.9277,0.0,4802.328824,0.0,Onshore Wind,2022
North Wales,Wrexham ,1.0,0.02,0.0,49.824442,0.0,Onshore Wind,2022
Mid & South West Wales,Powys ,119.0,199.4291,0.0,496822.179389,0.0,Onshore Wind,2022
Mid & South West Wales,Ceredigion ,78.0,84.8288,0.0,211327.380462,0.0,Onshore Wind,2022
Mid & South West Wales,Pembrokeshire ,150.0,26.0434,0.0,64879.893389,0.0,Onshore Wind,2022
Mid & South West Wales,Carmarthenshire ,113.0,145.07607,0.0,361416.710373,0.0,Onshore Wind,2022
Mid & South West Wales,Swansea ,5.0,34.225,0.0,85262.076044,0.0,Onshore Wind,2022
Mid & South West Wales,Neath Port Talbot ,11.5,230.05524,0.0,573118.695402,0.0,Onshore Wind,2022
South East Wales ,Bridgend ,14.0,58.704,0.0,146244.701595,0.0,Onshore Wind,2022
South East Wales,Vale of Glamorgan ,6.0,1.1,0.0,2740.344299,0.0,Onshore Wind,2022
South East Wales,Cardiff ,3.0,0.106,0.0,264.069542,0.0,Onshore Wind,2022
South East Wales,Rhondda Cynon Taf ,13.5,204.46076,0.0,509357.162381,0.0,Onshore Wind,2022
South East Wales,Merthyr Tydfil ,5.0,2.4036,0.0,5987.901416,0.0,Onshore Wind,2022
South East Wales,Caerphilly ,21.0,17.155,0.0,42736.914961,0.0,Onshore Wind,2022
South East Wales,Blaenau Gwent ,9.0,7.317,0.0,18228.272035,0.0,Onshore Wind,2022
South East Wales,Torfaen ,3.0,0.0095,0.0,23.66661,0.0,Onshore Wind,2022
South East Wales,Monmouthshire ,11.0,3.7706,0.0,9393.402014,0.0,Onshore Wind,2022
South East Wales,Newport ,11.0,16.13,0.0,40183.412318,0.0,Onshore Wind,2022
